route_id,route_short_name_sched,route_long_name_sched,route_type,n_trips,route_short_name_delay,route_long_name_delay,n_events,avg_delay_min,share_over_5min,share_on_time_or_early,impact_score,route_short_name,route_long_name,norm_impact,norm_trips,norm_share_over_5,priority_score
5364_700,723,,700,104,,,0.0,0.0,0.0,0.0,0.0,723,,0.0,0.033419023136246784,0.0,0.010025706940874035
17388_700,318,,700,104,,,0.0,0.0,0.0,0.0,0.0,318,,0.0,0.033419023136246784,0.0,0.010025706940874035
19150_700,531,,700,104,,,0.0,0.0,0.0,0.0,0.0,531,,0.0,0.033419023136246784,0.0,0.010025706940874035
11343_700,S8,,700,104,,,0.0,0.0,0.0,0.0,0.0,S8,,0.0,0.033419023136246784,0.0,0.010025706940874035
19085_700,403,,700,103,,,0.0,0.0,0.0,0.0,0.0,403,,0.0,0.03309768637532134,0.0,0.0099293059125964
19234_700,RB60,,700,102,,,0.0,0.0,0.0,0.0,0.0,RB60,,0.0,0.032776349614395885,0.0,0.009832904884318766
1874_700,984,,700,102,,,0.0,0.0,0.0,0.0,0.0,984,,0.0,0.032776349614395885,0.0,0.009832904884318766
1555_1000,F1,,1000,102,,,0.0,0.0,0.0,0.0,0.0,F1,,0.0,0.032776349614395885,0.0,0.009832904884318766
19705_700,RE7,,700,102,,,0.0,0.0,0.0,0.0,0.0,RE7,,0.0,0.032776349614395885,0.0,0.009832904884318766
26995_700,872,,700,102,,,0.0,0.0,0.0,0.0,0.0,872,,0.0,0.032776349614395885,0.0,0.009832904884318766
4236_700,885,,700,101,,,0.0,0.0,0.0,0.0,0.0,885,,0.0,0.03245501285347044,0.0,0.00973650385604113
19708_700,RE3,,700,101,,,0.0,0.0,0.0,0.0,0.0,RE3,,0.0,0.03245501285347044,0.0,0.00973650385604113
27300_700,440,,700,101,,,0.0,0.0,0.0,0.0,0.0,440,,0.0,0.03245501285347044,0.0,0.00973650385604113
18933_700,633,,700,100,,,0.0,0.0,0.0,0.0,0.0,633,,0.0,0.032133676092544985,0.0,0.009640102827763496
4225_700,874,,700,100,,,0.0,0.0,0.0,0.0,0.0,874,,0.0,0.032133676092544985,0.0,0.009640102827763496
1883_900,5,,900,100,,,0.0,0.0,0.0,0.0,0.0,5,,0.0,0.032133676092544985,0.0,0.009640102827763496
27934_700,520,,700,100,,,0.0,0.0,0.0,0.0,0.0,520,,0.0,0.032133676092544985,0.0,0.009640102827763496
17496_700,N62,,700,100,,,0.0,0.0,0.0,0.0,0.0,N62,,0.0,0.032133676092544985,0.0,0.009640102827763496
16867_106,RB13,,106,99,,,0.0,0.0,0.0,0.0,0.0,RB13,,0.0,0.03181233933161954,0.0,0.009543701799485861
18895_700,569,,700,99,,,0.0,0.0,0.0,0.0,0.0,569,,0.0,0.03181233933161954,0.0,0.009543701799485861
17504_700,N84,,700,99,,,0.0,0.0,0.0,0.0,0.0,N84,,0.0,0.03181233933161954,0.0,0.009543701799485861
26784_100,RB25,,100,98,,,0.0,0.0,0.0,0.0,0.0,RB25,,0.0,0.031491002570694086,0.0,0.009447300771208226
1921_700,651,,700,98,,,0.0,0.0,0.0,0.0,0.0,651,,0.0,0.031491002570694086,0.0,0.009447300771208226
1945_700,604,,700,97,,,0.0,0.0,0.0,0.0,0.0,604,,0.0,0.031169665809768637,0.0,0.009350899742930591
328_700,C/523,,700,97,,,0.0,0.0,0.0,0.0,0.0,C/523,,0.0,0.031169665809768637,0.0,0.009350899742930591
27295_700,435,,700,96,,,0.0,0.0,0.0,0.0,0.0,435,,0.0,0.030848329048843187,0.0,0.009254498714652956
18353_700,943,,700,96,,,0.0,0.0,0.0,0.0,0.0,943,,0.0,0.030848329048843187,0.0,0.009254498714652956
17486_700,N39,,700,96,,,0.0,0.0,0.0,0.0,0.0,N39,,0.0,0.030848329048843187,0.0,0.009254498714652956
23724_700,872,,700,96,,,0.0,0.0,0.0,0.0,0.0,872,,0.0,0.030848329048843187,0.0,0.009254498714652956
17509_700,N95,,700,95,,,0.0,0.0,0.0,0.0,0.0,N95,,0.0,0.030526992287917738,0.0,0.009158097686375322
5362_700,721,,700,95,,,0.0,0.0,0.0,0.0,0.0,721,,0.0,0.030526992287917738,0.0,0.009158097686375322
24715_700,T3,,700,95,,,0.0,0.0,0.0,0.0,0.0,T3,,0.0,0.030526992287917738,0.0,0.009158097686375322
20369_100,RB65,,100,94,,,0.0,0.0,0.0,0.0,0.0,RB65,,0.0,0.030205655526992288,0.0,0.009061696658097687
18358_700,948,,700,94,,,0.0,0.0,0.0,0.0,0.0,948,,0.0,0.030205655526992288,0.0,0.009061696658097687
27265_700,400,,700,93,,,0.0,0.0,0.0,0.0,0.0,400,,0.0,0.02988431876606684,0.0,0.008965295629820052
17500_700,N69,,700,93,,,0.0,0.0,0.0,0.0,0.0,N69,,0.0,0.02988431876606684,0.0,0.008965295629820052
23184_700,RB26,,700,93,,,0.0,0.0,0.0,0.0,0.0,RB26,,0.0,0.02988431876606684,0.0,0.008965295629820052
11362_700,N14,,700,93,,,0.0,0.0,0.0,0.0,0.0,N14,,0.0,0.02988431876606684,0.0,0.008965295629820052
10159_109,S5,,109,92,,,0.0,0.0,0.0,0.0,0.0,S5,,0.0,0.02956298200514139,0.0,0.008868894601542417
17478_700,N23,,700,92,,,0.0,0.0,0.0,0.0,0.0,N23,,0.0,0.02956298200514139,0.0,0.008868894601542417
19706_700,RE6,,700,92,,,0.0,0.0,0.0,0.0,0.0,RE6,,0.0,0.02956298200514139,0.0,0.008868894601542417
10279_109,S2,,109,92,,,0.0,0.0,0.0,0.0,0.0,S2,,0.0,0.02956298200514139,0.0,0.008868894601542417
1872_700,982,,700,92,,,0.0,0.0,0.0,0.0,0.0,982,,0.0,0.02956298200514139,0.0,0.008868894601542417
18898_700,580,,700,92,,,0.0,0.0,0.0,0.0,0.0,580,,0.0,0.02956298200514139,0.0,0.008868894601542417
4228_700,877,,700,92,,,0.0,0.0,0.0,0.0,0.0,877,,0.0,0.02956298200514139,0.0,0.008868894601542417
4224_700,873,,700,91,,,0.0,0.0,0.0,0.0,0.0,873,,0.0,0.02924164524421594,0.0,0.008772493573264782
4229_700,878,,700,91,,,0.0,0.0,0.0,0.0,0.0,878,,0.0,0.02924164524421594,0.0,0.008772493573264782
13105_700,12,,700,90,,,0.0,0.0,0.0,0.0,0.0,12,,0.0,0.02892030848329049,0.0,0.008676092544987147
4241_700,892,,700,90,,,0.0,0.0,0.0,0.0,0.0,892,,0.0,0.02892030848329049,0.0,0.008676092544987147
5335_700,468,,700,90,,,0.0,0.0,0.0,0.0,0.0,468,,0.0,0.02892030848329049,0.0,0.008676092544987147
26793_106,RB63,,106,89,,,0.0,0.0,0.0,0.0,0.0,RB63,,0.0,0.02859897172236504,0.0,0.008579691516709512
26780_700,358,,700,88,,,0.0,0.0,0.0,0.0,0.0,358,,0.0,0.028277634961439587,0.0,0.008483290488431876
5355_700,512,,700,88,,,0.0,0.0,0.0,0.0,0.0,512,,0.0,0.028277634961439587,0.0,0.008483290488431876
19102_700,448,,700,88,,,0.0,0.0,0.0,0.0,0.0,448,,0.0,0.028277634961439587,0.0,0.008483290488431876
10672_700,672,,700,88,,,0.0,0.0,0.0,0.0,0.0,672,,0.0,0.028277634961439587,0.0,0.008483290488431876
22691_700,711,,700,88,,,0.0,0.0,0.0,0.0,0.0,711,,0.0,0.028277634961439587,0.0,0.008483290488431876
20930_700,641,,700,87,,,0.0,0.0,0.0,0.0,0.0,641,,0.0,0.027956298200514137,0.0,0.008386889460154241
24171_700,RE2,,700,87,,,0.0,0.0,0.0,0.0,0.0,RE2,,0.0,0.027956298200514137,0.0,0.008386889460154241
18341_700,928,,700,86,,,0.0,0.0,0.0,0.0,0.0,928,,0.0,0.027634961439588688,0.0,0.008290488431876606
24046_100,RB32,,100,86,,,0.0,0.0,0.0,0.0,0.0,RB32,,0.0,0.027634961439588688,0.0,0.008290488431876606
17476_700,N20,,700,86,,,0.0,0.0,0.0,0.0,0.0,N20,,0.0,0.027634961439588688,0.0,0.008290488431876606
10676_700,676,,700,86,,,0.0,0.0,0.0,0.0,0.0,676,,0.0,0.027634961439588688,0.0,0.008290488431876606
21750_700,889,,700,85,,,0.0,0.0,0.0,0.0,0.0,889,,0.0,0.02731362467866324,0.0,0.008194087403598971
4247_700,898,,700,85,,,0.0,0.0,0.0,0.0,0.0,898,,0.0,0.02731362467866324,0.0,0.008194087403598971
17483_700,N33,,700,85,,,0.0,0.0,0.0,0.0,0.0,N33,,0.0,0.02731362467866324,0.0,0.008194087403598971
20373_106,RB64,,106,84,,,0.0,0.0,0.0,0.0,0.0,RB64,,0.0,0.02699228791773779,0.0,0.008097686375321336
17494_700,N60,,700,84,,,0.0,0.0,0.0,0.0,0.0,N60,,0.0,0.02699228791773779,0.0,0.008097686375321336
22069_700,S3A,,700,84,,,0.0,0.0,0.0,0.0,0.0,S3A,,0.0,0.02699228791773779,0.0,0.008097686375321336
18930_700,630,,700,84,,,0.0,0.0,0.0,0.0,0.0,630,,0.0,0.02699228791773779,0.0,0.008097686375321336
4256_700,907,,700,83,,,0.0,0.0,0.0,0.0,0.0,907,,0.0,0.02667095115681234,0.0,0.008001285347043701
5352_700,508,,700,83,,,0.0,0.0,0.0,0.0,0.0,508,,0.0,0.02667095115681234,0.0,0.008001285347043701
24864_109,S5,,109,83,,,0.0,0.0,0.0,0.0,0.0,S5,,0.0,0.02667095115681234,0.0,0.008001285347043701
11651_700,S47,,700,83,,,0.0,0.0,0.0,0.0,0.0,S47,,0.0,0.02667095115681234,0.0,0.008001285347043701
27289_700,429,,700,83,,,0.0,0.0,0.0,0.0,0.0,429,,0.0,0.02667095115681234,0.0,0.008001285347043701
28311_100,RE20,,100,82,,,0.0,0.0,0.0,0.0,0.0,RE20,,0.0,0.02634961439588689,0.0,0.007904884318766067
1955_700,614,,700,81,,,0.0,0.0,0.0,0.0,0.0,614,,0.0,0.02602827763496144,0.0,0.007808483290488432
22703_700,745,,700,81,,,0.0,0.0,0.0,0.0,0.0,745,,0.0,0.02602827763496144,0.0,0.007808483290488432
18888_700,558,,700,81,,,0.0,0.0,0.0,0.0,0.0,558,,0.0,0.02602827763496144,0.0,0.007808483290488432
18325_700,550,,700,80,,,0.0,0.0,0.0,0.0,0.0,550,,0.0,0.02570694087403599,0.0,0.007712082262210797
17394_700,334,,700,80,,,0.0,0.0,0.0,0.0,0.0,334,,0.0,0.02570694087403599,0.0,0.007712082262210797
18927_700,627,,700,80,,,0.0,0.0,0.0,0.0,0.0,627,,0.0,0.02570694087403599,0.0,0.007712082262210797
15959_700,612,,700,80,,,0.0,0.0,0.0,0.0,0.0,612,,0.0,0.02570694087403599,0.0,0.007712082262210797
4477_700,663,,700,80,,,0.0,0.0,0.0,0.0,0.0,663,,0.0,0.02570694087403599,0.0,0.007712082262210797
18370_700,969,,700,79,,,0.0,0.0,0.0,0.0,0.0,969,,0.0,0.02538560411311054,0.0,0.007615681233933162
27916_700,662,,700,79,,,0.0,0.0,0.0,0.0,0.0,662,,0.0,0.02538560411311054,0.0,0.007615681233933162
14733_700,867,,700,79,,,0.0,0.0,0.0,0.0,0.0,867,,0.0,0.02538560411311054,0.0,0.007615681233933162
27845_700,F,,700,79,,,0.0,0.0,0.0,0.0,0.0,F,,0.0,0.02538560411311054,0.0,0.007615681233933162
13111_700,20,,700,79,,,0.0,0.0,0.0,0.0,0.0,20,,0.0,0.02538560411311054,0.0,0.007615681233933162
26985_700,855,,700,78,,,0.0,0.0,0.0,0.0,0.0,855,,0.0,0.02506426735218509,0.0,0.007519280205655527
4238_700,887,,700,78,,,0.0,0.0,0.0,0.0,0.0,887,,0.0,0.02506426735218509,0.0,0.007519280205655527
27278_700,414,,700,78,,,0.0,0.0,0.0,0.0,0.0,414,,0.0,0.02506426735218509,0.0,0.007519280205655527
17497_700,N65,,700,78,,,0.0,0.0,0.0,0.0,0.0,N65,,0.0,0.02506426735218509,0.0,0.007519280205655527
4235_700,884,,700,76,,,0.0,0.0,0.0,0.0,0.0,884,,0.0,0.02442159383033419,0.0,0.007326478149100256
22775_700,871,,700,76,,,0.0,0.0,0.0,0.0,0.0,871,,0.0,0.02442159383033419,0.0,0.007326478149100256
26787_106,RB35,,106,76,,,0.0,0.0,0.0,0.0,0.0,RB35,,0.0,0.02442159383033419,0.0,0.007326478149100256
4248_700,899,,700,76,,,0.0,0.0,0.0,0.0,0.0,899,,0.0,0.02442159383033419,0.0,0.007326478149100256
13107_700,15,,700,75,,,0.0,0.0,0.0,0.0,0.0,15,,0.0,0.02410025706940874,0.0,0.0072300771208226216
17836_700,944,,700,75,,,0.0,0.0,0.0,0.0,0.0,944,,0.0,0.02410025706940874,0.0,0.0072300771208226216
13730_700,797,,700,75,,,0.0,0.0,0.0,0.0,0.0,797,,0.0,0.02410025706940874,0.0,0.0072300771208226216
10913_700,755,,700,74,,,0.0,0.0,0.0,0.0,0.0,755,,0.0,0.02377892030848329,0.0,0.007133676092544987
27292_700,432,,700,74,,,0.0,0.0,0.0,0.0,0.0,432,,0.0,0.02377892030848329,0.0,0.007133676092544987
26782_700,N63,,700,74,,,0.0,0.0,0.0,0.0,0.0,N63,,0.0,0.02377892030848329,0.0,0.007133676092544987
18365_700,958,,700,74,,,0.0,0.0,0.0,0.0,0.0,958,,0.0,0.02377892030848329,0.0,0.007133676092544987
17410_700,380,,700,74,,,0.0,0.0,0.0,0.0,0.0,380,,0.0,0.02377892030848329,0.0,0.007133676092544987
18908_700,590,,700,73,,,0.0,0.0,0.0,0.0,0.0,590,,0.0,0.02345758354755784,0.0,0.007037275064267352
17508_700,N94,,700,73,,,0.0,0.0,0.0,0.0,0.0,N94,,0.0,0.02345758354755784,0.0,0.007037275064267352
17477_700,N22,,700,73,,,0.0,0.0,0.0,0.0,0.0,N22,,0.0,0.02345758354755784,0.0,0.007037275064267352
18349_700,939,,700,73,,,0.0,0.0,0.0,0.0,0.0,939,,0.0,0.02345758354755784,0.0,0.007037275064267352
18369_700,968,,700,73,,,0.0,0.0,0.0,0.0,0.0,968,,0.0,0.02345758354755784,0.0,0.007037275064267352
24042_100,RB43,,100,73,,,0.0,0.0,0.0,0.0,0.0,RB43,,0.0,0.02345758354755784,0.0,0.007037275064267352
23416_700,N43,,700,72,,,0.0,0.0,0.0,0.0,0.0,N43,,0.0,0.02313624678663239,0.0,0.006940874035989717
4266_700,918,,700,72,,,0.0,0.0,0.0,0.0,0.0,918,,0.0,0.02313624678663239,0.0,0.006940874035989717
18969_100,RB46,,100,72,,,0.0,0.0,0.0,0.0,0.0,RB46,,0.0,0.02313624678663239,0.0,0.006940874035989717
19156_109,S1,,109,72,,,0.0,0.0,0.0,0.0,0.0,S1,,0.0,0.02313624678663239,0.0,0.006940874035989717
21749_700,866,,700,72,,,0.0,0.0,0.0,0.0,0.0,866,,0.0,0.02313624678663239,0.0,0.006940874035989717
4516_700,759,,700,72,,,0.0,0.0,0.0,0.0,0.0,759,,0.0,0.02313624678663239,0.0,0.006940874035989717
17501_700,N70,,700,72,,,0.0,0.0,0.0,0.0,0.0,N70,,0.0,0.02313624678663239,0.0,0.006940874035989717
5233_700,800,,700,71,,,0.0,0.0,0.0,0.0,0.0,800,,0.0,0.02281491002570694,0.0,0.006844473007712082
26410_700,958,,700,71,,,0.0,0.0,0.0,0.0,0.0,958,,0.0,0.02281491002570694,0.0,0.006844473007712082
17810_700,902,,700,70,,,0.0,0.0,0.0,0.0,0.0,902,,0.0,0.02249357326478149,0.0,0.006748071979434447
19717_700,RB24,,700,70,,,0.0,0.0,0.0,0.0,0.0,RB24,,0.0,0.02249357326478149,0.0,0.006748071979434447
17474_700,N10,,700,70,,,0.0,0.0,0.0,0.0,0.0,N10,,0.0,0.02249357326478149,0.0,0.006748071979434447
24044_100,RB23,,100,70,,,0.0,0.0,0.0,0.0,0.0,RB23,,0.0,0.02249357326478149,0.0,0.006748071979434447
27952_700,560,,700,69,,,0.0,0.0,0.0,0.0,0.0,560,,0.0,0.02217223650385604,0.0,0.006651670951156812
4270_700,922,,700,69,,,0.0,0.0,0.0,0.0,0.0,922,,0.0,0.02217223650385604,0.0,0.006651670951156812
22453_700,543,,700,69,,,0.0,0.0,0.0,0.0,0.0,543,,0.0,0.02217223650385604,0.0,0.006651670951156812
4231_700,880,,700,68,,,0.0,0.0,0.0,0.0,0.0,880,,0.0,0.021850899742930592,0.0,0.0065552699228791774
19127_700,482,,700,68,,,0.0,0.0,0.0,0.0,0.0,482,,0.0,0.021850899742930592,0.0,0.0065552699228791774
17507_700,N91,,700,68,,,0.0,0.0,0.0,0.0,0.0,N91,,0.0,0.021850899742930592,0.0,0.0065552699228791774
27291_700,431,,700,68,,,0.0,0.0,0.0,0.0,0.0,431,,0.0,0.021850899742930592,0.0,0.0065552699228791774
17491_700,N53,,700,68,,,0.0,0.0,0.0,0.0,0.0,N53,,0.0,0.021850899742930592,0.0,0.0065552699228791774
27963_700,585,,700,68,,,0.0,0.0,0.0,0.0,0.0,585,,0.0,0.021850899742930592,0.0,0.0065552699228791774
5336_700,469,,700,68,,,0.0,0.0,0.0,0.0,0.0,469,,0.0,0.021850899742930592,0.0,0.0065552699228791774
22451_700,541,,700,67,,,0.0,0.0,0.0,0.0,0.0,541,,0.0,0.021529562982005142,0.0,0.006458868894601543
10677_700,677,,700,67,,,0.0,0.0,0.0,0.0,0.0,677,,0.0,0.021529562982005142,0.0,0.006458868894601543
17484_700,N34,,700,67,,,0.0,0.0,0.0,0.0,0.0,N34,,0.0,0.021529562982005142,0.0,0.006458868894601543
27290_700,430,,700,67,,,0.0,0.0,0.0,0.0,0.0,430,,0.0,0.021529562982005142,0.0,0.006458868894601543
4511_700,719,,700,67,,,0.0,0.0,0.0,0.0,0.0,719,,0.0,0.021529562982005142,0.0,0.006458868894601543
4261_700,912,,700,67,,,0.0,0.0,0.0,0.0,0.0,912,,0.0,0.021529562982005142,0.0,0.006458868894601543
24047_100,RE11,,100,67,,,0.0,0.0,0.0,0.0,0.0,RE11,,0.0,0.021529562982005142,0.0,0.006458868894601543
19063_100,RE18,,100,66,,,0.0,0.0,0.0,0.0,0.0,RE18,,0.0,0.021208226221079693,0.0,0.006362467866323908
19686_100,RB23,,100,66,,,0.0,0.0,0.0,0.0,0.0,RB23,,0.0,0.021208226221079693,0.0,0.006362467866323908
17490_700,N52,,700,66,,,0.0,0.0,0.0,0.0,0.0,N52,,0.0,0.021208226221079693,0.0,0.006362467866323908
17479_700,N24,,700,66,,,0.0,0.0,0.0,0.0,0.0,N24,,0.0,0.021208226221079693,0.0,0.006362467866323908
17503_700,N81,,700,66,,,0.0,0.0,0.0,0.0,0.0,N81,,0.0,0.021208226221079693,0.0,0.006362467866323908
24694_700,903,,700,66,,,0.0,0.0,0.0,0.0,0.0,903,,0.0,0.021208226221079693,0.0,0.006362467866323908
26409_700,825,,700,66,,,0.0,0.0,0.0,0.0,0.0,825,,0.0,0.021208226221079693,0.0,0.006362467866323908
27959_700,579,,700,66,,,0.0,0.0,0.0,0.0,0.0,579,,0.0,0.021208226221079693,0.0,0.006362467866323908
5337_700,470,,700,65,,,0.0,0.0,0.0,0.0,0.0,470,,0.0,0.020886889460154243,0.0,0.006266066838046273
27279_700,416,,700,65,,,0.0,0.0,0.0,0.0,0.0,416,,0.0,0.020886889460154243,0.0,0.006266066838046273
26954_100,RE85,,100,65,,,0.0,0.0,0.0,0.0,0.0,RE85,,0.0,0.020886889460154243,0.0,0.006266066838046273
17487_700,N40,,700,65,,,0.0,0.0,0.0,0.0,0.0,N40,,0.0,0.020886889460154243,0.0,0.006266066838046273
22712_700,764,,700,65,,,0.0,0.0,0.0,0.0,0.0,764,,0.0,0.020886889460154243,0.0,0.006266066838046273
17482_700,N30,,700,65,,,0.0,0.0,0.0,0.0,0.0,N30,,0.0,0.020886889460154243,0.0,0.006266066838046273
17819_700,920,,700,65,,,0.0,0.0,0.0,0.0,0.0,920,,0.0,0.020886889460154243,0.0,0.006266066838046273
329_700,D/524,,700,65,,,0.0,0.0,0.0,0.0,0.0,D/524,,0.0,0.020886889460154243,0.0,0.006266066838046273
23764_700,790,,700,64,,,0.0,0.0,0.0,0.0,0.0,790,,0.0,0.02056555269922879,0.0,0.006169665809768637
18917_700,613,,700,64,,,0.0,0.0,0.0,0.0,0.0,613,,0.0,0.02056555269922879,0.0,0.006169665809768637
19126_700,481,,700,64,,,0.0,0.0,0.0,0.0,0.0,481,,0.0,0.02056555269922879,0.0,0.006169665809768637
24716_700,T4,,700,64,,,0.0,0.0,0.0,0.0,0.0,T4,,0.0,0.02056555269922879,0.0,0.006169665809768637
17849_700,958,,700,64,,,0.0,0.0,0.0,0.0,0.0,958,,0.0,0.02056555269922879,0.0,0.006169665809768637
11561_109,S3,,109,64,,,0.0,0.0,0.0,0.0,0.0,S3,,0.0,0.02056555269922879,0.0,0.006169665809768637
18326_700,554,,700,64,,,0.0,0.0,0.0,0.0,0.0,554,,0.0,0.02056555269922879,0.0,0.006169665809768637
22704_700,746,,700,64,,,0.0,0.0,0.0,0.0,0.0,746,,0.0,0.02056555269922879,0.0,0.006169665809768637
17039_700,RB33,,700,64,,,0.0,0.0,0.0,0.0,0.0,RB33,,0.0,0.02056555269922879,0.0,0.006169665809768637
10296_3,657,,3,63,,,0.0,0.0,0.0,0.0,0.0,657,,0.0,0.02024421593830334,0.0,0.006073264781491002
13110_700,19,,700,63,,,0.0,0.0,0.0,0.0,0.0,19,,0.0,0.02024421593830334,0.0,0.006073264781491002
17499_700,N68,,700,63,,,0.0,0.0,0.0,0.0,0.0,N68,,0.0,0.02024421593830334,0.0,0.006073264781491002
5236_700,804,,700,63,,,0.0,0.0,0.0,0.0,0.0,804,,0.0,0.02024421593830334,0.0,0.006073264781491002
17505_700,N88,,700,62,,,0.0,0.0,0.0,0.0,0.0,N88,,0.0,0.01992287917737789,0.0,0.005976863753213367
17467_700,N2,,700,62,,,0.0,0.0,0.0,0.0,0.0,N2,,0.0,0.01992287917737789,0.0,0.005976863753213367
5346_700,502,,700,62,,,0.0,0.0,0.0,0.0,0.0,502,,0.0,0.01992287917737789,0.0,0.005976863753213367
5631_700,691,,700,62,,,0.0,0.0,0.0,0.0,0.0,691,,0.0,0.01992287917737789,0.0,0.005976863753213367
24415_100,RE8,,100,62,,,0.0,0.0,0.0,0.0,0.0,RE8,,0.0,0.01992287917737789,0.0,0.005976863753213367
16733_700,681,,700,62,,,0.0,0.0,0.0,0.0,0.0,681,,0.0,0.01992287917737789,0.0,0.005976863753213367
4512_700,720,,700,62,,,0.0,0.0,0.0,0.0,0.0,720,,0.0,0.01992287917737789,0.0,0.005976863753213367
22708_700,756,,700,62,,,0.0,0.0,0.0,0.0,0.0,756,,0.0,0.01992287917737789,0.0,0.005976863753213367
19098_700,435,,700,61,,,0.0,0.0,0.0,0.0,0.0,435,,0.0,0.01960154241645244,0.0,0.0058804627249357325
22070_700,S3B,,700,61,,,0.0,0.0,0.0,0.0,0.0,S3B,,0.0,0.01960154241645244,0.0,0.0058804627249357325
20359_700,N18,,700,61,,,0.0,0.0,0.0,0.0,0.0,N18,,0.0,0.01960154241645244,0.0,0.0058804627249357325
6629_700,771,,700,61,,,0.0,0.0,0.0,0.0,0.0,771,,0.0,0.01960154241645244,0.0,0.0058804627249357325
19685_100,RB24,,100,61,,,0.0,0.0,0.0,0.0,0.0,RB24,,0.0,0.01960154241645244,0.0,0.0058804627249357325
17472_700,N8,,700,61,,,0.0,0.0,0.0,0.0,0.0,N8,,0.0,0.01960154241645244,0.0,0.0058804627249357325
4514_700,750,,700,60,,,0.0,0.0,0.0,0.0,0.0,750,,0.0,0.019280205655526992,0.0,0.005784061696658098
5252_700,833,,700,60,,,0.0,0.0,0.0,0.0,0.0,833,,0.0,0.019280205655526992,0.0,0.005784061696658098
15624_700,10,,700,60,,,0.0,0.0,0.0,0.0,0.0,10,,0.0,0.019280205655526992,0.0,0.005784061696658098
18904_700,586,,700,60,,,0.0,0.0,0.0,0.0,0.0,586,,0.0,0.019280205655526992,0.0,0.005784061696658098
17846_700,954,,700,60,,,0.0,0.0,0.0,0.0,0.0,954,,0.0,0.019280205655526992,0.0,0.005784061696658098
17481_700,N26,,700,60,,,0.0,0.0,0.0,0.0,0.0,N26,,0.0,0.019280205655526992,0.0,0.005784061696658098
17488_700,N42,,700,59,,,0.0,0.0,0.0,0.0,0.0,N42,,0.0,0.018958868894601542,0.0,0.005687660668380463
19147_700,517,,700,59,,,0.0,0.0,0.0,0.0,0.0,517,,0.0,0.018958868894601542,0.0,0.005687660668380463
6620_700,754,,700,59,,,0.0,0.0,0.0,0.0,0.0,754,,0.0,0.018958868894601542,0.0,0.005687660668380463
4254_700,905,,700,59,,,0.0,0.0,0.0,0.0,0.0,905,,0.0,0.018958868894601542,0.0,0.005687660668380463
27947_700,550,,700,59,,,0.0,0.0,0.0,0.0,0.0,550,,0.0,0.018958868894601542,0.0,0.005687660668380463
27296_700,436,,700,59,,,0.0,0.0,0.0,0.0,0.0,436,,0.0,0.018958868894601542,0.0,0.005687660668380463
3975_700,660,,700,59,,,0.0,0.0,0.0,0.0,0.0,660,,0.0,0.018958868894601542,0.0,0.005687660668380463
16349_100,RB51,,100,59,,,0.0,0.0,0.0,0.0,0.0,RB51,,0.0,0.018958868894601542,0.0,0.005687660668380463
25489_700,721,,700,58,,,0.0,0.0,0.0,0.0,0.0,721,,0.0,0.018637532133676093,0.0,0.005591259640102828
19244_700,914,,700,58,,,0.0,0.0,0.0,0.0,0.0,914,,0.0,0.018637532133676093,0.0,0.005591259640102828
19129_700,486,,700,58,,,0.0,0.0,0.0,0.0,0.0,486,,0.0,0.018637532133676093,0.0,0.005591259640102828
22717_700,777,,700,58,,,0.0,0.0,0.0,0.0,0.0,777,,0.0,0.018637532133676093,0.0,0.005591259640102828
13133_700,44,,700,58,,,0.0,0.0,0.0,0.0,0.0,44,,0.0,0.018637532133676093,0.0,0.005591259640102828
23435_700,906,,700,58,,,0.0,0.0,0.0,0.0,0.0,906,,0.0,0.018637532133676093,0.0,0.005591259640102828
17493_700,N58,,700,58,,,0.0,0.0,0.0,0.0,0.0,N58,,0.0,0.018637532133676093,0.0,0.005591259640102828
16374_700,882,,700,58,,,0.0,0.0,0.0,0.0,0.0,882,,0.0,0.018637532133676093,0.0,0.005591259640102828
19139_700,506,,700,57,,,0.0,0.0,0.0,0.0,0.0,506,,0.0,0.018316195372750643,0.0,0.005494858611825193
1930_700,661,,700,57,,,0.0,0.0,0.0,0.0,0.0,661,,0.0,0.018316195372750643,0.0,0.005494858611825193
24845_700,622,,700,57,,,0.0,0.0,0.0,0.0,0.0,622,,0.0,0.018316195372750643,0.0,0.005494858611825193
331_700,F/526,,700,57,,,0.0,0.0,0.0,0.0,0.0,F/526,,0.0,0.018316195372750643,0.0,0.005494858611825193
27293_700,433,,700,57,,,0.0,0.0,0.0,0.0,0.0,433,,0.0,0.018316195372750643,0.0,0.005494858611825193
5373_700,731,,700,57,,,0.0,0.0,0.0,0.0,0.0,731,,0.0,0.018316195372750643,0.0,0.005494858611825193
23444_700,732,,700,57,,,0.0,0.0,0.0,0.0,0.0,732,,0.0,0.018316195372750643,0.0,0.005494858611825193
1877_700,987,,700,56,,,0.0,0.0,0.0,0.0,0.0,987,,0.0,0.017994858611825194,0.0,0.005398457583547558
26789_106,RB54,,106,56,,,0.0,0.0,0.0,0.0,0.0,RB54,,0.0,0.017994858611825194,0.0,0.005398457583547558
336_700,N1,,700,56,,,0.0,0.0,0.0,0.0,0.0,N1,,0.0,0.017994858611825194,0.0,0.005398457583547558
25250_700,RE2X,,700,56,,,0.0,0.0,0.0,0.0,0.0,RE2X,,0.0,0.017994858611825194,0.0,0.005398457583547558
